AbilityID,GOID,AbilityName
1778,-2145662976,None
1779,-2145661952,None
1780,-2145660928,None
1781,-2145659904,None
1782,-2145658880,None
1783,-2145657856,None
1784,-2145656832,None
1785,-2145655808,None
1786,-2145654784,None
1787,-2145653760,None
1788,-2145652736,None
1789,-2145651712,None
1790,-2145650688,None
1791,-2145649664,None
1792,-2145648640,None
1793,-2145647616,None
1794,-2145646592,None
1795,-2145645568,None
1796,-2145644544,None
1797,-2145643520,None
1798,-2145642496,None
1799,-2145641472,None
1800,-2145640448,None
1801,-2145639424,None
1802,-2145638400,None
1803,-2145637376,None
1804,-2145636352,None
1805,-2145635328,None
1806,-2145634304,None
1807,-2145633280,None
1808,-2145632256,None
1809,-2145631232,None
1810,-2145630208,None
1811,-2145629184,None
1812,-2145628160,None
1813,-2145627136,None
1814,-2145626112,None
1815,-2145625088,None
1816,-2145624064,None
1817,-2145623040,None
1818,-2145622016,None
1819,-2145620992,None
1820,-2145619968,None
1821,-2145618944,None
1822,-2145617920,None
1823,-2145616896,None
1824,-2145615872,None
1825,-2145614848,None
1826,-2145613824,None
1827,-2145612800,None
1828,-2145611776,None
1829,-2145610752,None
1830,-2145609728,None
1831,-2145608704,None
1832,-2145607680,None
1833,-2145606656,None
1834,-2145605632,None
1835,-2145604608,None
1836,-2145603584,None
1837,-2145602560,None
1838,-2145601536,None
1839,-2145600512,None
1840,-2145599488,None
1841,-2145598464,None
1842,-2145597440,None
1843,-2145596416,None
1844,-2145595392,None
1845,-2145594368,None
1846,-2145593344,None
1847,-2145592320,None
1848,-2145591296,None
1849,-2145590272,None
1850,-2145589248,None
1851,-2145588224,None
1852,-2145587200,None
1853,-2145586176,None
1854,-2145585152,None
1855,-2145584128,None
1856,-2145583104,None
1857,-2145582080,None
1858,-2145581056,None
1859,-2145580032,None
1860,-2145579008,None
1861,-2145577984,None
1862,-2145576960,None
1863,-2145575936,None
1864,-2145574912,None
1865,-2145573888,None
1866,-2145572864,None
1867,-2145571840,None
1868,-2145570816,None
1869,-2145569792,None
1870,-2145568768,None
1871,-2145567744,None
1872,-2145566720,None
1873,-2145565696,None
1874,-2145564672,None
1875,-2145563648,None
1876,-2145562624,None
1877,-2145561600,None
1878,-2145560576,None
1879,-2145559552,None
1880,-2145558528,None
1881,-2145557504,None
1882,-2145556480,None
1883,-2145555456,None
1884,-2145554432,None
1885,-2145553408,None
1886,-2145552384,None
1887,-2145551360,None
1888,-2145550336,None
1889,-2145549312,None
1890,-2145548288,None
1891,-2145547264,None
1892,-2145546240,None
1893,-2145545216,None
1894,-2145544192,None
1895,-2145543168,None
1896,-2145542144,None
1897,-2145541120,None
1898,-2145540096,None
1899,-2145539072,None
1900,-2145538048,None
1901,-2145537024,None
1902,-2145536000,None
1903,-2145534976,None
1904,-2145533952,None
1905,-2145532928,None
1906,-2145531904,None
1907,-2145530880,None
1908,-2145529856,None
1909,-2145528832,None
1910,-2145527808,None
1911,-2145526784,None
1912,-2145525760,None
1913,-2145524736,None
1914,-2145523712,None
1915,-2145522688,None
1916,-2145521664,None
1917,-2145520640,None
1918,-2145519616,None
1919,-2145518592,None
1920,-2145517568,None
1921,-2145516544,None
1922,-2145515520,None
1923,-2145514496,None
1924,-2145513472,None
1925,-2145512448,None
1926,-2145511424,None
1927,-2145510400,None
1928,-2145509376,None
1929,-2145508352,None
1930,-2145507328,None
1931,-2145506304,None
1932,-2145505280,None
1933,-2145504256,None
1934,-2145503232,None
1935,-2145502208,None
1936,-2145501184,None
1937,-2145500160,None
1938,-2145499136,None
1939,-2145498112,None
1940,-2145497088,None
1941,-2145496064,None
1942,-2145495040,None
1943,-2145494016,None
1944,-2145492992,None
1945,-2145491968,None
1946,-2145490944,None
1947,-2145489920,None
1948,-2145488896,None
1949,-2145487872,None
1950,-2145486848,None
1951,-2145485824,None
1952,-2145484800,None
1953,-2145483776,None
1954,-2145482752,None
1955,-2145481728,None
1956,-2145480704,None
1957,-2145479680,None
1958,-2145478656,None
1959,-2145477632,None
1960,-2145476608,None
1961,-2145475584,None
1962,-2145474560,None
1963,-2145473536,None
1964,-2145472512,None
1965,-2145471488,None
1966,-2145470464,None
1967,-2145469440,None
1968,-2145468416,None
1969,-2145467392,None
1970,-2145466368,None
1971,-2145465344,None
1972,-2145464320,None
1973,-2145463296,None
1974,-2145462272,None
1975,-2145461248,None
1976,-2145460224,None
1977,-2145459200,None
1978,-2145458176,None
1979,-2145457152,None
1980,-2145456128,None
1981,-2145455104,None
1982,-2145454080,None
1983,-2145453056,None
1984,-2145452032,None
1985,-2145451008,None
1986,-2145449984,None
1987,-2145448960,None
1988,-2145447936,None
1989,-2145446912,None
1990,-2145445888,None
1991,-2145444864,None
1992,-2145443840,None
1993,-2145442816,None
1994,-2145441792,None
1995,-2145440768,None
1996,-2145439744,None
1997,-2145438720,None
1998,-2145437696,None
1999,-2145436672,None
2000,-2145435648,None
2001,-2145434624,None
2002,-2145433600,None
2003,-2145432576,None
2004,-2145431552,None
2005,-2145430528,None
2006,-2145429504,None
2007,-2145428480,None
2008,-2145427456,None
2009,-2145426432,None
2010,-2145425408,None
2011,-2145424384,None
2012,-2145423360,None
2013,-2145422336,None
2014,-2145421312,None
2015,-2145420288,None
2016,-2145419264,None
2017,-2145418240,None
2018,-2145417216,None
2019,-2145416192,None
2020,-2145415168,None
2021,-2145414144,None
2022,-2145413120,None
2023,-2145412096,None
2024,-2145411072,None
2025,-2145410048,None
2026,-2145409024,None
2027,-2145408000,None
2028,-2145406976,None
2029,-2145405952,None
2030,-2145404928,None
2031,-2145403904,None
2032,-2145402880,None
2033,-2145401856,None
2034,-2145400832,None
2035,-2145399808,None
2036,-2145398784,None
2037,-2145397760,None
2038,-2145396736,None
2039,-2145395712,None
2040,-2145394688,None
2041,-2145393664,None
2042,-2145392640,None
2043,-2145391616,None
2044,-2145390592,None
2045,-2145389568,None
2046,-2145388544,None
2047,-2145387520,None
2048,-2145386496,None
2049,-2145385472,None
2050,-2145384448,None
2051,-2145383424,None
2052,-2145382400,None
2053,-2145381376,None
2054,-2145380352,None
2055,-2145379328,None
2056,-2145378304,None
2057,-2145377280,None
2058,-2145376256,None
2059,-2145375232,None
2060,-2145374208,None
2061,-2145373184,None
2062,-2145372160,None
2063,-2145371136,None
2064,-2145370112,None
2065,-2145369088,None
2066,-2145368064,None
2067,-2145367040,None
2068,-2145366016,None
2069,-2145364992,None
2070,-2145363968,None
2071,-2145362944,None
2072,-2145361920,None
2073,-2145360896,None
2074,-2145359872,None
2075,-2145358848,None
2076,-2145357824,None
2077,-2145356800,None
2078,-2145355776,None
2079,-2145354752,None
2080,-2145353728,None
2081,-2145352704,None
2082,-2145351680,None
2083,-2145350656,None
2084,-2145349632,None
2085,-2145348608,None
2086,-2145347584,None
2087,-2145346560,None
2088,-2145345536,None
2089,-2145344512,None
2090,-2145343488,None
2091,-2145342464,None
2092,-2145341440,None
2093,-2145340416,None
2094,-2145339392,None
2095,-2145338368,None
2096,-2145337344,None
2097,-2145336320,None
2098,-2145335296,None
2099,-2145334272,None
2100,-2145333248,None
2101,-2145332224,None
2102,-2145331200,None
2103,-2145330176,None
2104,-2145329152,None
2105,-2145328128,None
2106,-2145327104,None
2107,-2145326080,None
2108,-2145325056,None
2109,-2145324032,None
2110,-2145323008,None
2111,-2145321984,None
2112,-2145320960,None
2113,-2145319936,None
2114,-2145318912,None
2115,-2145317888,None
2116,-2145316864,None
2117,-2145315840,None
2118,-2145314816,None
2119,-2145313792,None
2120,-2145312768,None
2121,-2145311744,None
2122,-2145310720,None
2123,-2145309696,None
2124,-2145308672,None
2125,-2145307648,None
2126,-2145306624,None
2127,-2145305600,None
2128,-2145304576,None
2129,-2145303552,None
2130,-2145302528,None
2131,-2145301504,None
2132,-2145300480,None
2133,-2145299456,None
2134,-2145298432,None
2135,-2145297408,None
2136,-2145296384,None
2137,-2145295360,None
2138,-2145294336,None
2139,-2145293312,None
2140,-2145292288,None
2141,-2145291264,None
2142,-2145290240,None
2143,-2145289216,None
2144,-2145288192,None
2145,-2145287168,None
2146,-2145286144,None
2147,-2145285120,None
2148,-2145284096,None
2149,-2145283072,None
2150,-2145282048,None
2151,-2145281024,None
2152,-2145280000,None
2153,-2145278976,None
2154,-2145277952,None
2155,-2145276928,None
2156,-2145275904,None
2157,-2145274880,None
2158,-2145273856,None
2159,-2145272832,None
2160,-2145271808,None
2161,-2145270784,None
2162,-2145269760,None
2163,-2145268736,None
2164,-2145267712,None
2165,-2145266688,None
2166,-2145265664,None
2167,-2145264640,None
2168,-2145263616,None
2169,-2145262592,None
2170,-2145261568,None
2171,-2145260544,None
2172,-2145259520,None
2173,-2145258496,None
2174,-2145257472,None
2175,-2145256448,None
2176,-2145255424,None
2177,-2145254400,None
2178,-2145253376,None
2179,-2145252352,None
2180,-2145251328,None
2181,-2145250304,None
2182,-2145249280,None
2183,-2145248256,None
2184,-2145247232,None
2185,-2145246208,None
2186,-2145245184,None
2187,-2145244160,None
2188,-2145243136,None
2189,-2145242112,None
2190,-2145241088,None
2191,-2145240064,None
2192,-2145239040,None
2193,-2145238016,None
2194,-2145236992,None
2195,-2145235968,None
2196,-2145234944,None
2197,-2145233920,None
2198,-2145232896,None
2199,-2145231872,None
2200,-2145230848,None
2201,-2145229824,None
2202,-2145228800,None
2203,-2145227776,None
2204,-2145226752,None
2205,-2145225728,None
2206,-2145224704,None
2207,-2145223680,None
2208,-2145222656,None
2209,-2145221632,None
2210,-2145220608,None
2211,-2145219584,None
2212,-2145218560,None
2213,-2145217536,None
2214,-2145216512,None
2215,-2145215488,None
2216,-2145214464,None
2217,-2145213440,None
2218,-2145212416,None
2219,-2145211392,None
2220,-2145210368,None
2221,-2145209344,None
2222,-2145208320,None
2223,-2145207296,None
2224,-2145206272,None
2225,-2145205248,None
2226,-2145204224,None
2227,-2145203200,None
2228,-2145202176,None
2229,-2145201152,None
2230,-2145200128,None
2231,-2145199104,None
2232,-2145198080,None
2233,-2145197056,None
2234,-2145196032,None
2235,-2145195008,None
2236,-2145193984,None
2237,-2145192960,None
2238,-2145191936,None
2239,-2145190912,None
2240,-2145189888,None
2241,-2145188864,None
2242,-2145187840,None
2243,-2145186816,None
2244,-2145185792,None
2245,-2145184768,None
2246,-2145183744,None
2247,-2145182720,None
2248,-2145181696,None
2249,-2145180672,None
2250,-2145179648,None
2251,-2145178624,None
2252,-2145177600,None
2253,-2145176576,None
2254,-2145175552,None
2255,-2145174528,None
2256,-2145173504,None
2257,-2145172480,None
2258,-2145171456,None
2259,-2145170432,None
2260,-2145169408,None
2261,-2145168384,None
2262,-2145167360,None
2263,-2145166336,None
2264,-2145165312,None
2265,-2145164288,None
2266,-2145163264,None
2267,-2145162240,None
2268,-2145161216,None
2269,-2145160192,None
2270,-2145159168,None
2271,-2145158144,None
2272,-2145157120,None
2273,-2145156096,None
2274,-2145155072,None
2275,-2145154048,None
2276,-2145153024,None
2277,-2145152000,None
2278,-2145150976,None
2279,-2145149952,None
2280,-2145148928,None
2281,-2145147904,None
2282,-2145146880,None
2283,-2145145856,None
2284,-2145144832,None
2285,-2145143808,None
2286,-2145142784,None
2287,-2145141760,None
2288,-2145140736,None
2289,-2145139712,None
2290,-2145138688,None
2291,-2145137664,None
2292,-2145136640,None
2293,-2145135616,None
2294,-2145134592,None
2295,-2145133568,None
2296,-2145132544,None
2297,-2145131520,None
2298,-2145130496,None
2299,-2145129472,None
2300,-2145128448,None
2301,-2145127424,None
2302,-2145126400,None
2303,-2145125376,None
2304,-2145124352,None
2305,-2145123328,None
2306,-2145122304,None
2307,-2145121280,None
2308,-2145120256,None
2309,-2145119232,None
2310,-2145118208,None
2311,-2145117184,None
2312,-2145116160,None
2313,-2145115136,None
2314,-2145114112,None
2315,-2145113088,None
2316,-2145112064,None
2317,-2145111040,None
2318,-2145110016,None
2319,-2145108992,None
2320,-2145107968,None
2321,-2145106944,None
2322,-2145105920,None
2323,-2145104896,None
2324,-2145103872,None
2325,-2145102848,None
2326,-2145101824,None
2327,-2145100800,None
2328,-2145099776,None
2329,-2145098752,None
2330,-2145097728,None
2331,-2145096704,None
2332,-2145095680,None
2333,-2145094656,None
2334,-2145093632,None
2335,-2145092608,None
2336,-2145091584,None
2337,-2145090560,None
2338,-2145089536,None
2339,-2145088512,None
2340,-2145087488,None
2341,-2145086464,None
2342,-2145085440,None
2343,-2145084416,None
2344,-2145083392,None
2345,-2145082368,None
2346,-2145081344,None
2347,-2145080320,None
2348,-2145079296,None
2349,-2145078272,None
2350,-2145077248,None
2351,-2145076224,None
2352,-2145075200,None
2353,-2145074176,None
2354,-2145073152,None
2355,-2145072128,None
2356,-2145071104,None
2357,-2145070080,None
2358,-2145069056,None
2359,-2145068032,None
2360,-2145067008,None
2361,-2145065984,None
2362,-2145064960,None
2363,-2145063936,None
2364,-2145062912,None
2365,-2145061888,None
2366,-2145060864,None
2367,-2145059840,None
2368,-2145058816,None
2369,-2145057792,None
2370,-2145056768,None
2371,-2145055744,None
2372,-2145054720,None
2373,-2145053696,None
2374,-2145052672,None
2375,-2145051648,None
2376,-2145050624,None
2377,-2145049600,None
2378,-2145048576,None
2379,-2145047552,None
2380,-2145046528,None
2381,-2145045504,None
2382,-2145044480,None
2383,-2145043456,None
2384,-2145042432,None
2385,-2145041408,None
2386,-2145040384,None
2387,-2145039360,None
2388,-2145038336,None
2389,-2145037312,None
2390,-2145036288,None
2391,-2145035264,None
2392,-2145034240,None
2393,-2145033216,None
2394,-2145032192,None
2395,-2145031168,None
2396,-2145030144,None
2397,-2145029120,None
2398,-2145028096,None
2399,-2145027072,None
2400,-2145026048,None
2401,-2145025024,None
2402,-2145024000,None
2403,-2145022976,None
2404,-2145021952,None
2405,-2145020928,None
2406,-2145019904,None
2407,-2145018880,None
2408,-2145017856,None
2409,-2145016832,None
2410,-2145015808,None
2411,-2145014784,None
2412,-2145013760,None
2413,-2145012736,None
2414,-2145011712,None
2415,-2145010688,None
2416,-2145009664,None
2417,-2145008640,None
2418,-2145007616,None
2419,-2145006592,None
2420,-2145005568,None
2421,-2145004544,None
2422,-2145003520,None
2423,-2145002496,None
2424,-2145001472,None
2425,-2145000448,None
2426,-2144999424,None
2427,-2144998400,None
2428,-2144997376,None
2429,-2144996352,None
2430,-2144995328,None
2431,-2144994304,None
2432,-2144993280,None
2433,-2144992256,None
2434,-2144991232,None
2435,-2144990208,None
2436,-2144989184,None
2437,-2144988160,None
2438,-2144987136,None
2439,-2144986112,None
2440,-2144985088,None
2441,-2144984064,None
2442,-2144983040,None
2443,-2144982016,None
2444,-2144980992,None
2445,-2144979968,None
2446,-2144978944,None
2447,-2144977920,None
2448,-2144976896,None
2449,-2144975872,None
2450,-2144974848,None
2451,-2144973824,None
2452,-2144972800,None
2453,-2144971776,None
2454,-2144970752,None
2455,-2144969728,None
2456,-2144968704,None
2457,-2144967680,None
2458,-2144966656,None
2459,-2144965632,None
2460,-2144964608,None
2461,-2144963584,None
2462,-2144962560,None
2463,-2144961536,None
2464,-2144960512,None
2465,-2144959488,None
2466,-2144958464,None
2467,-2144957440,None
2468,-2144956416,None
2469,-2144955392,None
2470,-2144954368,None
2471,-2144953344,None
2472,-2144952320,None
2473,-2144951296,None
2474,-2144950272,None
2475,-2144949248,None
2476,-2144948224,None
2477,-2144947200,None
2478,-2144946176,None
2479,-2144945152,None
2480,-2144944128,None
2481,-2144943104,None
2482,-2144942080,None
2483,-2144941056,None
2484,-2144940032,None
2485,-2144939008,None
2486,-2144937984,None
2487,-2144936960,None
2488,-2144935936,None
2489,-2144934912,None
2490,-2144933888,None
2491,-2144932864,None
2492,-2144931840,None
2493,-2144930816,None
2494,-2144929792,None
2495,-2144928768,None
2496,-2144927744,None
2497,-2144926720,None
2498,-2144925696,None
2499,-2144924672,None
2500,-2144923648,None
2501,-2144922624,None
2502,-2144921600,None
2503,-2144920576,None
2504,-2144919552,None
2505,-2144918528,None
2506,-2144917504,None
2507,-2144916480,None
2508,-2144915456,None
2509,-2144914432,None
2510,-2144913408,None
2511,-2144912384,None
2512,-2144911360,None
2513,-2144910336,None
2514,-2144909312,None
2515,-2144908288,None
2516,-2144907264,None
2517,-2144906240,None
2518,-2144905216,None
2519,-2144904192,None
2520,-2144903168,None
2521,-2144902144,None
2522,-2144901120,None
2523,-2144900096,None
2524,-2144899072,None
2525,-2144898048,None
2526,-2144897024,None
2527,-2144896000,None
2528,-2144894976,None
2529,-2144893952,None
2530,-2144892928,None
2531,-2144891904,None
2532,-2144890880,None
2533,-2144889856,None
2534,-2144888832,None
2535,-2144887808,None
2536,-2144886784,None
2537,-2144885760,None
2538,-2144884736,None
2539,-2144883712,None
2540,-2144882688,None
2541,-2144881664,None
2542,-2144880640,None
2543,-2144879616,None
2544,-2144878592,None
2545,-2144877568,None
2546,-2144876544,None
2547,-2144875520,None
2548,-2144874496,None
2549,-2144873472,None
2550,-2144872448,None
2551,-2144871424,None
2552,-2144870400,None
2553,-2144869376,None
2554,-2144868352,None
2555,-2144867328,None
2556,-2144866304,None
2557,-2144865280,None
2558,-2144864256,None
2559,-2144863232,None
2560,-2144862208,None
2561,-2144861184,None
2562,-2144860160,None
2563,-2144859136,None
2564,-2144858112,None
2565,-2144857088,None
2566,-2144856064,None
2567,-2144855040,None
2568,-2144854016,None
2569,-2144852992,None
2570,-2144851968,None
2571,-2144850944,None
2572,-2144849920,None
2573,-2144848896,None
2574,-2144847872,None
2575,-2144846848,None
2576,-2144845824,None
2577,-2144844800,None
2578,-2144843776,None
2579,-2144842752,None
2580,-2144841728,None
2581,-2144840704,None
2582,-2144839680,None
2583,-2144838656,None
2584,-2144837632,None
2585,-2144836608,None
2586,-2144835584,None
2587,-2144834560,None
2588,-2144833536,None
2589,-2144832512,None
2590,-2144831488,None
2591,-2144830464,None
2592,-2144829440,None
2593,-2144828416,None
2594,-2144827392,None
2595,-2144826368,None
2596,-2144825344,None
2597,-2144824320,None
2598,-2144823296,None
2599,-2144822272,None
2600,-2144821248,None
2601,-2144820224,None
2602,-2144819200,None
2603,-2144818176,None
2604,-2144817152,None
2605,-2144816128,None
2606,-2144815104,None
2607,-2144814080,None
2608,-2144813056,None
2609,-2144812032,None
2610,-2144811008,None
2611,-2144809984,None
2612,-2144808960,None
2613,-2144807936,None
2614,-2144806912,None
2615,-2144805888,None
2616,-2144804864,None
2617,-2144803840,None
2618,-2144802816,None
2619,-2144801792,None
2620,-2144800768,None
2621,-2144799744,None
2622,-2144798720,None
2623,-2144797696,None
2624,-2144796672,None
2625,-2144795648,None
2626,-2144794624,None
2627,-2144793600,None
2628,-2144792576,None
2629,-2144791552,None
2630,-2144790528,None
2631,-2144789504,None
2632,-2144788480,None
2633,-2144787456,None
2634,-2144786432,None
2635,-2144785408,None
2636,-2144784384,None
2637,-2144783360,None
2638,-2144782336,None
2639,-2144781312,None
2640,-2144780288,None
2641,-2144779264,None
2642,-2144778240,None
2643,-2144777216,None
2644,-2144776192,None
2645,-2144775168,None
2646,-2144774144,None
2647,-2144773120,None
2648,-2144772096,None
2649,-2144771072,None
2650,-2144770048,None
2651,-2144769024,None
2652,-2144768000,None
2653,-2144766976,None
2654,-2144765952,None
2655,-2144764928,None
2656,-2144763904,None
2657,-2144762880,None
2658,-2144761856,None
2659,-2144760832,None
2660,-2144759808,None
2661,-2144758784,None
2662,-2144757760,None
2663,-2144756736,None
2664,-2144755712,None
2665,-2144754688,None
2666,-2144753664,None
2667,-2144752640,None
2668,-2144751616,None
2669,-2144750592,None
2670,-2144749568,None
2671,-2144748544,None
2672,-2144747520,None
2673,-2144746496,None
2674,-2144745472,None
2675,-2144744448,None
2676,-2144743424,None
2677,-2144742400,None
2678,-2144741376,None
2679,-2144740352,None
2680,-2144739328,None
2681,-2144738304,None
2682,-2144737280,None
2683,-2144736256,None
2684,-2144735232,None
2685,-2144734208,None
2686,-2144733184,None
2687,-2144732160,None
2688,-2144731136,None
2689,-2144730112,None
2690,-2144729088,None
2691,-2144728064,None
2692,-2144727040,None
2693,-2144726016,None
2694,-2144724992,None
2695,-2144723968,None
2696,-2144722944,None
2697,-2144721920,None
2698,-2144720896,None
2699,-2144719872,None
2700,-2144718848,None
2701,-2144717824,None
2702,-2144716800,None
2703,-2144715776,None
2704,-2144714752,None
2705,-2144713728,None
2706,-2144712704,None
2707,-2144711680,None
2708,-2144710656,None
2709,-2144709632,None
2710,-2144708608,None
2711,-2144707584,None
2712,-2144706560,None
2713,-2144705536,None
2714,-2144704512,None
2715,-2144703488,None
2716,-2144702464,None
2717,-2144701440,None
2718,-2144700416,None
2719,-2144699392,None
2720,-2144698368,None
2721,-2144697344,None
2722,-2144696320,None
2723,-2144695296,None
2724,-2144694272,None
2725,-2144693248,None
2726,-2144692224,None
2727,-2144691200,None
2728,-2144690176,None
2729,-2144689152,None
2730,-2144688128,None
2731,-2144687104,None
2732,-2144686080,None
2733,-2144685056,None
2734,-2144684032,None
2735,-2144683008,None
2736,-2144681984,None
2737,-2144680960,None
2738,-2144679936,None
2739,-2144678912,None
2740,-2144677888,None
2741,-2144676864,None
2742,-2144675840,None
2743,-2144674816,None
2744,-2144673792,None
2745,-2144672768,None
2746,-2144671744,None
2747,-2144670720,None
2748,-2144669696,None
2749,-2144668672,None
2750,-2144667648,None
2751,-2144666624,None
2752,-2144665600,None
2753,-2144664576,None
2754,-2144663552,None
2755,-2144662528,None
2756,-2144661504,None
2757,-2144660480,None
2758,-2144659456,None
2759,-2144658432,None
2760,-2144657408,None
2761,-2144656384,None
2762,-2144655360,None
2763,-2144654336,None
2764,-2144653312,None
2765,-2144652288,None
2766,-2144651264,None
2767,-2144650240,None
2768,-2144649216,None
2769,-2144648192,None
2770,-2144647168,None
2771,-2144646144,None
2772,-2144645120,None
2773,-2144644096,None
2774,-2144643072,None
2775,-2144642048,None
2776,-2144641024,None
2777,-2144640000,None
2778,-2144638976,None
2779,-2144637952,None
2780,-2144636928,None
2781,-2144635904,None
2782,-2144634880,None
2783,-2144633856,None
2784,-2144632832,None
2785,-2144631808,None
2786,-2144630784,None
2787,-2144629760,None
2788,-2144628736,None
2789,-2144627712,None
2790,-2144626688,None
2791,-2144625664,None
2792,-2144624640,None
2793,-2144623616,None
2794,-2144622592,None
2795,-2144621568,None
2796,-2144620544,None
2797,-2144619520,None
2798,-2144618496,None
2799,-2144617472,None
2800,-2144616448,None
2801,-2144615424,None
2802,-2144614400,None
2803,-2144613376,None
2804,-2144612352,None
2805,-2144611328,None
2806,-2144610304,None
2807,-2144609280,None
2808,-2144608256,None
2809,-2144607232,None
2810,-2144606208,None
2811,-2144605184,None
2812,-2144604160,None
2813,-2144603136,None
2814,-2144602112,None
2815,-2144601088,None
2816,-2144600064,None
2817,-2144599040,None
2818,-2144598016,None
2819,-2144596992,None
2820,-2144595968,None
2821,-2144594944,None
2822,-2144593920,None
2823,-2144592896,None
2824,-2144591872,None
2825,-2144590848,None
2826,-2144589824,None
2827,-2144588800,None
2828,-2144587776,None
2829,-2144586752,None
2830,-2144585728,None
2831,-2144584704,None
2832,-2144583680,None
2833,-2144582656,None
2834,-2144581632,None
2835,-2144580608,None
2836,-2144579584,None
2837,-2144578560,None
2838,-2144577536,None
2839,-2144576512,None
2840,-2144575488,None
2841,-2144574464,None
2842,-2144573440,None
2843,-2144572416,None
2844,-2144571392,None
2845,-2144570368,None
2846,-2144569344,None
2847,-2144568320,None
2848,-2144567296,None
2849,-2144566272,None
2850,-2144565248,None
2851,-2144564224,None
2852,-2144563200,None
2853,-2144562176,None
2854,-2144561152,None
2855,-2144560128,None
2856,-2144559104,None
2857,-2144558080,None
2858,-2144557056,None
2859,-2144556032,None
2860,-2144555008,None
2861,-2144553984,None
2862,-2144552960,None
2863,-2144551936,None
2864,-2144550912,None
2865,-2144549888,None
2866,-2144548864,None
2867,-2144547840,None
2868,-2144546816,None
2869,-2144545792,None
2870,-2144544768,None
2871,-2144543744,None
2872,-2144542720,None
2873,-2144541696,None
2874,-2144540672,None
2875,-2144539648,None
2876,-2144538624,None
2877,-2144537600,None
2878,-2144536576,None
2879,-2144535552,None
2880,-2144534528,None
2881,-2144533504,None
2882,-2144532480,None
2883,-2144531456,None
2884,-2144530432,None
2885,-2144529408,None
2886,-2144528384,None
2887,-2144527360,None
2888,-2144526336,None
2889,-2144525312,None
2890,-2144524288,None
2891,-2144523264,None
2892,-2144522240,None
2893,-2144521216,None
2894,-2144520192,None
2895,-2144519168,None
2896,-2144518144,None
2897,-2144517120,None
2898,-2144516096,None
2899,-2144515072,None
2900,-2144514048,None
2901,-2144513024,None
2902,-2144512000,None
2903,-2144510976,None
2904,-2144509952,None
2905,-2144508928,None
2906,-2144507904,None
2907,-2144506880,None
2908,-2144505856,None
2909,-2144504832,None
2910,-2144503808,None
2911,-2144502784,None
2912,-2144501760,None
2913,-2144500736,None
2914,-2144499712,None
2915,-2144498688,None
2916,-2144497664,None
2917,-2144496640,None
2918,-2144495616,None
2919,-2144494592,None
2920,-2144493568,None
2921,-2144492544,None
2922,-2144491520,None
2923,-2144490496,None
2924,-2144489472,None
2925,-2144488448,None
2926,-2144487424,None
2927,-2144486400,None
2928,-2144485376,None
2929,-2144484352,None
2930,-2144483328,None
2931,-2144482304,None
2932,-2144481280,None
2933,-2144480256,None
2934,-2144479232,None
2935,-2144478208,None
2936,-2144477184,None
2937,-2144476160,None
2938,-2144475136,None
2939,-2144474112,None
2940,-2144473088,None
2941,-2144472064,None
2942,-2144471040,None
2943,-2144470016,None
2944,-2144468992,None
2945,-2144467968,None
2946,-2144466944,None
2947,-2144465920,None
2948,-2144464896,None
2949,-2144463872,None
2950,-2144462848,None
2951,-2144461824,None
2952,-2144460800,None
2953,-2144459776,None
2954,-2144458752,None
2955,-2144457728,None
2956,-2144456704,None
2957,-2144455680,None
2958,-2144454656,None
2959,-2144453632,None
2960,-2144452608,None
2961,-2144451584,None
2962,-2144450560,None
2963,-2144449536,None
2964,-2144448512,None
2965,-2144447488,None
2966,-2144446464,None
2967,-2144445440,None
2968,-2144444416,None
2969,-2144443392,None
2970,-2144442368,None
2971,-2144441344,None
2972,-2144440320,None
2973,-2144439296,None
2974,-2144438272,None
2975,-2144437248,None
2976,-2144436224,None
2977,-2144435200,None
2978,-2144434176,None
2979,-2144433152,None
2980,-2144432128,None
2981,-2144431104,None
2982,-2144430080,None
2983,-2144429056,None
2984,-2144428032,None
2985,-2144427008,None
2986,-2144425984,None
2987,-2144424960,None
2988,-2144423936,None
2989,-2144422912,None
2990,-2144421888,None
2991,-2144420864,None
2992,-2144419840,None
2993,-2144418816,None
2994,-2144417792,None
2995,-2144416768,None
2996,-2144415744,None
2997,-2144414720,None
2998,-2144413696,None
2999,-2144412672,None
3000,-2144411648,None
3001,-2144410624,None
3002,-2144409600,None
3003,-2144408576,None
3004,-2144407552,None
3005,-2144406528,None
3006,-2144405504,None
3007,-2144404480,None
3008,-2144403456,None
3009,-2144402432,None
3010,-2144401408,None
3011,-2144400384,None
3012,-2144399360,None
3013,-2144398336,None
3014,-2144397312,None
3015,-2144396288,None
3016,-2144395264,None
3017,-2144394240,None
3018,-2144393216,None
3019,-2144392192,None
3020,-2144391168,None
3021,-2144390144,None
3022,-2144389120,None
3023,-2144388096,None
3024,-2144387072,None
3025,-2144386048,None
3026,-2144385024,None
3027,-2144384000,None
3028,-2144382976,None
3029,-2144381952,None
3030,-2144380928,None
3031,-2144379904,None
3032,-2144378880,None
3033,-2144377856,None
3034,-2144376832,None
3035,-2144375808,None
3036,-2144374784,None
3037,-2144373760,None
3038,-2144372736,None
3039,-2144371712,None
3040,-2144370688,None
3041,-2144369664,None
3042,-2144368640,None
3043,-2144367616,None
3044,-2144366592,None
3045,-2144365568,None
3046,-2144364544,None
3047,-2144363520,None
3048,-2144362496,None
