Gender,Clothing,Item Name,Min Character Lvl,Bonus Name,Bonus,Bonus Name,Bonus,Bonus Name,Bonus,Bonus Name,Bonus,Bonus Name,Bonus,Bonus Name,Bonus
M,RocaWear Outfit,Armored RocaWear Fire Brick Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Slate Gray Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Purple Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Blue-Violet Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Magenta Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Olive Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Red Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Green Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Khaki Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Yellow Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Light Purple Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Aquamarine Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Green Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Sea Green Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Orange Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Light Cyan Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Salmon Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Olive Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Maroon Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Medium Orchid Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Red-Orange Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Indigo Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Yellow-Green Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Purple Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Khaki Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Tan Seaman Jacket with Detailed Jeans,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and Yellow Orange Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Sea Green and Indigo Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Purple and Olive Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Gray and Orange Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Brown and Black Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Red and Khaki Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Green and Dark Green Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Orange and Slate Gray Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Magenta and Light Purple Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Yellow Green and Dark Purple Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Red and Dark Slate Gray Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Yellow and Gray Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Olive and Dark Purple Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Olive Green and Orange Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Turquoise and Dark Green Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Indigo and Dark Khaki Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Khaki and Sea Green Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Golden Rod and Black Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Saddle Brown and Cyan Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and Light Gray Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Sea Green and Spring Green Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Tan and Brown Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Brown and Yellow Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Slate Gray and Dark Slate Gray Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Teal and Olive Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Light Green and Green Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Light Purple and Dark Violet Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Violet and Olive Green Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Red Orange and Dark Khaki Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Olive and Purple Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Brown and Light Green Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Magenta and Dark Magenta Climb High"" Shirt and Black Jeans""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Black and White Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Light Gray and Black Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear White and Gray Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Olive and Purple Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Orange and Black Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Red and Gray Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Sea Green and Indigo Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear White and Green-Yellow Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Cyan and Brown Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Magenta and Dark Slate Gray Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Red and Olive Green Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Brown and Black Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Yellow and Gray Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Light Green and Dark Green Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Light Purple and Indigo Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Brown and Light Purple Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Olive and Green Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Gold and Dark Red Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Purple and Green Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Black and Red Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Olive and Khaki Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Brown and Red Orange Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Indigo and Yellow Green Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Brown and Cyan Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Orange and Dark Olive Green Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Brown and Green Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Light Purple and Slate Gray Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Purple and Aquamarine Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Orange and Dark Olive Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Dark Sea Green and Light Sea Green Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Khaki and Dark Brown Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,Armored RocaWear Light Purple and Dark Red Zip Pullover Hoody,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and White R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Orange and Dark Brown R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Green and Light Green R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Purple and Aquamarine R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and Gold R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Red and Dark Cyan R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Brown and Yellow R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Olive and Purple R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Indigo and Light Purple R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Magenta and Light Purple R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Brown and Olive Green R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Red and Red R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Brown and Chartreuse R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Gold and Indigo R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and Slate Gray R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Green and Green R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Red and Khaki R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Olive Green and Orange R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Forest Green and Dark Brown R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Green and Light Purple R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Red and Light Olive R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Magenta and Black R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Purple and Green R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Brown and Violet R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and Brown R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Indigo and Cyan R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Orange and Light Yellow R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Sea Green and Yellow Green R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Purple and Moccasin R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Spring Green and Dark Red R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Brown and Dark Khaki R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Indigo and Green R Stitch"" Sweater""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and Gray Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Gray and Black Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Orange and Indigo Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Olive and Dark Brown Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Red and Sea Green Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Green and Orange Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Indigo and Purple Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Sea Green and Yellow Green Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Light Purple and Dark Red Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Brown and Cyan Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Slate Gray and Dark Magenta Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Olive and Green Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Purple and Light Purple Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Purple and Olive Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Olive Green and Gold Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Aquamarine and Brown Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and Yellow Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Slate Gray and Red Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Sea Green and Dark Khaki Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Olive Green and Light Olive Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Brown and Yellow Green Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Green and Light Cyan Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Purple and Red Orange Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Brown and Light Brown Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Purple and Dark Forest Green Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Olive Green and Dark Violet Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Indigo and Aquamarine Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Purple and Magenta Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Olive and Slate Gray Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Red and Dark Olive Green Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Dark Goldenrod and Light Violet Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,RocaWear Outfit,"Armored RocaWear Black and Dark Goldenrod Graph"" Shirt""",10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Black Leather Dada shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored White and Indigo Two tone Dada shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored White and Red Two tone Dada shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored White and Black Two tone Dada shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored White and Green Two tone Dada shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored White and Purple Two tone Dada shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored White and Brown Two tone Dada shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored White and Silver Two tone Dada shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Silver Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Red Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Black Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Purple Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Sea Green Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Green Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Yellow Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Orange Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Indigo Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Brown Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Magenta Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Cyan Stripe Dada Shoes,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shirt,Armored Red Under Armour Full Metal Longsleeve Tee,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shirt,Armored Purple Under Armour Full Metal Longsleeve Tee,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shirt,Armored Forest Under Armour Full Metal Longsleeve Tee,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shirt,Armored White Under Armour Full Metal Longsleeve Tee,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shirt,Armored Black Under Armour Full Metal Longsleeve Tee,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shirt,Armored Maroon Under Armour Full Metal Longsleeve Tee,10,MeleeDamageResistance ,9,RangedDamageResistance ,9
M,Shoes,Armored Black Hassel Sneakers,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Shoes,Armored Black Sawoosh Sneakers,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Shoes,Armored White Sawoosh Sneakers,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Yellow Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Dark Green Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Light Purple Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Silver Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Boucher Coat,Armored Pink Boucher Coat,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Boucher Coat,Armored Salmon Boucher Coat,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Gold Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Dark Magenta Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Boucher Coat,Armored Yellow Boucher Coat,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Magenta Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Dark Purple Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Dark Red Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Indigo Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Boucher Coat,Armored Gray Boucher Coat,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Boucher Coat,Armored Dark Beige Boucher Coat,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Dark Olive Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Red Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Jacket,Armored Orange Brooker Jacket,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
M,Boucher Coat,Armored Dark Orange Boucher Coat,20,MeleeDamageResistance ,16,RangedDamageResistance ,16
